0,0,306496
0,321536,3537792
0,3562944,6731392
0,6758688,6814848
0,6817120,6826528
0,6827680,6838208
0,6839584,6842240
0,6843360,6846464
0,6848064,6851360
0,6854080,7051136
0,7052256,7056960
0,7057984,7061120
0,7062752,7063104
0,7064448,7077984
0,7079008,9925088
0,9950720,13119360
0,13138048,16314176
0,16335264,19507136
0,19528192,22701152
0,22721664,25895104
0,25917568,25965376
0,25967040,25975872
0,25977664,25993248
0,25994368,25996576
0,25999456,25999552
0,26000576,26003040
0,26005216,26008352
0,26009568,26031200
0,26148258,26148290
0,26150242,26169378
0,26170562,26172194
0,26173698,26175650
0,26177090,26179010
0,26180738,26182146
0,26183234,26184098
0,26186146,26186434
0,26187650,26188514
0,26189762,26191234
0,26192290,26194754
0,26195778,26199426
0,26200866,26203266
0,26204290,26204546
0,26206658,26207234
0,26209218,26211554
0,26212578,26219394
0,26220930,26222498
0,26223714,26223778
0,26224898,26228066
0,26229122,26235138
0,26299360,26406112
0,26633602,26635426
0,26692290,26932066
0,27126690,27238018
0,27307266,29087042
0,29106818,32281058
0,32300258,35475074
0,35493570,38669730
0,38686434,39197666
3,956987,957339
3,959035,1934331
3,1936027,2452603
3,2453851,2862907
3,2864443,3194043
3,3197627,3442363
3,3443835,3459643
3,3460827,3464123
3,3465787,3536411
3,3563131,3684955
3,3687387,3710523
3,3712091,3910907
3,3912379,4332763
3,4334107,4359771
3,4361243,6730043
3,6754075,6797467
3,6798683,6809883
3,6811707,6828187
3,6830811,6833403
3,6835035,7050331
3,7052155,7056667
3,7058267,7061371
3,7062747,7074587
3,7076571,7113371
3,7114619,9923707
3,9948923,13117979
3,13143963,16312763
3,16332667,19505627
3,19526363,19655675
3,19657755,22699707
3,22722715,25893787
3,25914267,25972059
3,25974715,26006107
3,26007163,26009499
3,26011003,26016443
3,26017691,26017819
3,27365426,27379794
3,27504130,27534466
3,27535682,27604386
3,27605666,27608226
3,27609474,27633474
3,27634530,27647106
3,27648610,27649506
3,27650978,27659362
3,27660386,27660642
3,27661858,27727906
3,27729698,27752674
3,27754018,27763298
3,27764322,27765186
3,27766274,27780866
3,27783394,27784162
3,27785634,27785890
3,27787266,27787522
3,27788546,27788802
3,27789922,27792226
3,27793634,27793922
3,27796130,27799170
3,27800898,27808834
3,27810178,27820194
3,27821570,27828770
3,27829826,27832962
3,27834178,27856322
3,27857506,27873282
3,27874370,27908322
3,27909506,27909794
3,27910818,27955298
3,27956674,27959650
3,27960706,27984066
3,27985122,27992962
3,27994018,28013538
3,28014722,28032002
3,28033058,28049570
3,28050882,28055842
3,28056930,28062466
3,28063778,28066274
3,28067586,28081218
3,28082402,28107298
3,28108482,28178626
3,28180930,28182434
3,28185058,28185922
3,28187426,28189666
3,28192002,28192258
3,28194626,28196034
3,28197922,28198178
3,28199874,28201794
3,28202914,28204610
3,28207074,28207362
3,28208674,28208962
3,28209986,28210274
3,28211522,28214338
3,28216706,28216994
3,28218146,28218434
3,28219586,28223074
3,28225186,28225474
3,28227010,28227298
3,28230114,28231618
3,28234786,28235074
3,28236194,28236450
3,28238754,28242178
3,28243490,28244610
3,28246178,28246466
3,28247714,28257410
3,28258594,28280738
3,28281922,28994114
3,28996194,29003746
3,29005282,29011906
3,29013282,29021666
3,29022946,29039170
3,29040642,29087170
3,29114850,32280898
3,32303266,32667618
3,32669058,35475202
3,35496770,38669826
3,38691298,41434882
1,1565282,1565378
1,1567330,3537858
1,3566370,6731554
1,6762370,9925154
1,9954178,13119426
1,13146754,16314018
1,16339106,19507202
1,19533282,22701186
1,22725890,25895170
1,25921122,26416994
1,26418530,26426690
1,26428738,26440354
1,26441890,26444226
1,26445922,26446082
1,26448578,26454530
1,26455842,26458978
1,26460386,26463522
1,26552864,26553056
1,26554848,26590208
1,26591488,26613696
1,26615264,26618176
1,26619712,26621664
1,26622784,26625920
1,26627040,26698720
1,26699904,26702240
1,26703264,26705952
1,26707104,26710240
1,26711584,26716928
1,26718048,26724672
1,26726208,26751264
1,26752736,26753088
1,26754144,26776896
1,26777984,26800960
1,26802208,26824224
1,26825312,26846464
1,26848000,26858304
1,26859424,26893920
1,26895200,26897152
1,26899648,26904960
1,26906048,26908544
1,26910944,26911264
1,26913280,26953024
1,26954368,26956864
1,26958208,26958496
1,26959840,26961760
1,26962944,26993216
1,26994432,26996640
1,26999040,27001664
1,27002880,27003200
1,27004224,27006176
1,27008544,27011296
1,27012640,27020960
1,27022848,27052224
1,27053824,27055616
1,27056704,27059168
1,27062016,27062336
1,27063744,27065632
1,27066944,27105440
1,27106496,27123680
1,27125248,27128192
1,27129376,27132416
1,27134592,27155616
1,27156736,27170976
1,27172032,27174528
1,27175744,27178784
1,27179840,27257280
1,27258432,27272224
1,27273472,27320704
1,27321920,27329248
1,27330528,29021216
1,29022912,29086944
1,29110624,32281120
1,32303232,35475008
1,35496224,38669632
1,38690656,41478272
1,41479712,41481056
1,41482240,41485120
1,41487744,41492128
1,41493216,41493664
1,41494816,41496960
1,41498208,41510656
1,41511808,41704096
2,1580736,2476224
2,2478624,3537664
2,3566720,6731328
2,6763072,9924960
2,9954144,13119200
2,13146720,14520288
2,14521440,16314240
2,16338432,19507008
2,19535040,22701024
2,22725856,25895392
2,25921088,26416576
2,26555872,26626240
2,26627360,26640544
2,26642144,26647392
2,26648960,26651904
2,26653024,26659456
2,26660512,26679936
2,26681024,26683648
2,26684736,26685056
2,26686400,26932512
2,26934240,26951488
2,26952704,27004832
2,27006720,27013120
2,27015424,27113792
2,27115168,27117952
2,27119392,27238432
2,27240352,27244544
2,27246688,27252832
2,27254176,27256736
2,27257856,27258176
2,27259264,27261216
2,27263296,27294976
2,27296128,29086816
2,29106848,32281280
2,32300224,35474848
2,35493472,38669504
2,38686528,40259840
2,40261760,40270016
2,40271104,41831904
